word,sentence
ضربی,گروه دارکوب با بهره‌گیری از مجموعه‌ای از سازهای ریتمیک و ضربی مثل پرکاشن و دمام در کنار سازهایی چون گیتارباس، ترومپت، پیانو و کیبورد، گیتار فلامنگو، رامز، گیتارالکتریک، کمانچه، دی جی ریدو، ساکسیفون و سازهای محلی بوشهر روی صحنه رفت و در هر قطعه بار اصلی را به دوش یکی از سازها انداخت
ضربی,در حقیقت نوع کار دارکوب به‌گونه‌ای است که نمی‌توان به درستی گفت که ساز اصلی گروه کدام است؛ دارکوب به سازهای ضربی، بادی و زهی به یک اندازه اهمیت می‌دهد اما پایه اصلی قطعات بر سازهای ضربی استوار است
ارام,دستگاه قضایی به دنبال بستن فضای مجازی نیست/دادستان‌ها در ایجاد امنیت نقش محوری دارند کد خبر: 62251 - تاریخ انتشار 18 مرداد 1396  -  11:26 دادستان کل کشور خواستار سعه صدر و برخورد مناسب با مراجعان به دستگاه قضایی از سوی متولیان قضایی شد و گفت: در مراجعات مکرر مردم به خود و انجام امور خسته نشوید و بدانید که وظیفه و رسالت دادستان در احقاق حقوق عامه و ایجاد فضای ارام در جامعه نقش بسیار مهمی است
بلندکردن,وی ورزش منظم و روزانه را از عوامل بسیار موثر در تنظیم خون دانست و بیان کرد: ورزش هایی چون شنا، بلندکردن وزنه، ایروبیک، پیاده روی تند، دوچرخه سواری و دویدن به طور روزانه می تواند علاوه بر تنظیم و کنترل قندخون به کاهش وزن و حفظ سلامتی کمک کند
سیه,اتفاق مشابه د‌‌‌ر نصیریه د‌‌‌ر ذی قار و د‌‌‌یوانیه د‌‌‌ر قاد‌‌‌سیه نیز با تخریب ساختمان حزب تکرار شد‌‌‌
اوردن,این شرکت فرانسوی که پس از لغو تحریم‌ها تعاملات خود با ایران را باردیگر از سرگرفته به دنبال به دست اوردن بازاری جدید است و به نظر می‌رسد با توجه به فضای رقابتی به وجود آمده دیگر شرکت‌های هواپیمایی بزرگ نیز به زودی آمادگی خود را برای ورود به تهران اعلام خواهند کرد
جاافتاده,منبع:هفته نامه یالثارات الحسین(ع) علی ۱۳۹۳-۰۱-۲۰ ۱۴:۱۱:۳۳ باسلام خواستم درمورد مطلبی که دراذهان عمومی بصورت نادرست جاافتاده مطرح کنم واینکه همه فکرمیکنن امام زمان(س)دریک روز تعیین شده ظهور میکنه
واداشتن,هرگونه تبعیض و برخورد دوگانه در ارتباط با استفاده های صلح آمیز از انرژی هسته یی را رد کرد و نسبت به هرگونه عواقب ناخواسته حاصل از تهدیدها و فشارها بر ایران توسط برخی محافل برای صلح و امنیت منطقه و خارج از آن با هدف واداشتن آن کشور به صرف نظر کردن از حق لاینفک اش در زمینه توسعه انرژی هسته یی برای مقاصد صلح آمیز ابراز نگرانی کرد
سیه,� این پاسکاری ها با حفظ موازین و با نیت اصلاح امور به نفع تولیدکنندگان درستکار و مصرف کنندگان سر به راه است و اگر به سیاق قانونی و با حفظ موازین پیش رود به جایی می رسیم که سیه روی شود هر که در او غش باشد
سیه,این پاسکاری‌ها با حفظ موازین و با نیت اصلاح امور به نفع تولیدکنندگان درستکار و مصرف‌کنندگان سر به راه است و اگر به سیاق قانونی و با حفظ موازین پیش رود به جایی می‌رسیم که سیه‌روی شود هر که در او غش باشد
پیچاندن,اهل پیچاندن نباشد
جداشدن,در اين سه آيه، كلمه‌ي «جرم» به معناي گناه به‌كار رفته و همان‌طور كه گفتم جرم به معناي جداشدن ميوه از درخت است
سنجیدن,اما نکته اتفاقا همین است که در انتخاب این که می‌خواهیم روی تولید چه محصولی (که در حال حاضر توان تولیدش را نداریم) سرمایه‌گذاری کنیم ملاک ما دقیقا باید همین حساب و کتاب اقتصادی با سنجیدن مزیت‌هایمان باشد و نه این که هدف و ایده‌آلمان تولید «همه محصولات» در داخل باشد
تمثیل,مثلاً شلوار لی پوشیدن - البته نمی‌خواهم بگویم که کلّاً این لباس برای جوانان هم درست است، یا درست نیست، فقط از باب تمثیل عرض می‌کنم - برای کسی که در سن پنجاه، شصت سالگی است، قبیح است
گند,وگرنه کي د وست د اره هر شب با بوي گند  زباله برگرد ه خونه اش يا مثل ما هرشب پيش بچه هاي شلتر (خوابگاه هاي نگهد اري زنان آسيب پذير) سوژه خند ه بشه�  زيور به مشکلاتي که د رپي معاملات ضايعات د ر کمين زنان و کود کان قرار د ارد ، اشاره مي کند  و مي گويد : �خيلي کم ميخرن
گند,وگرنه کي د‌وست د‌اره هر شب با بوي گند‌ زباله برگرد‌ه خونه‌اش يا مثل ما هرشب پيش بچه‌هاي شلتر (خوابگاه‌هاي نگهد‌اري زنان آسيب‌پذير) سوژه خند‌ه بشه» زيور به مشکلاتي که د‌رپي معاملات ضايعات د‌ر کمين زنان و کود‌کان قرار د‌ارد‌، اشاره مي‌کند‌ و مي‌گويد‌: «خيلي کم ميخرن
کشدار,رشد اقتصاد بين الملل درحال کاهش و مشکلات مالي اروپا همچنان کشدار است
سیه,بدلیل نقص فنی در سیستم فرمان؛ فراخوانی ۸۰۰ هزار دستگاه پیکاپ شركت جی ام جنرال‌موتورز ۸۰۰ هزار دستگاه خودروی پیکاپ شورولت سیلورادو ۱۵۰۰ و جی‌ام‌سی سیه‌را ۱۵۰۰ خود را از سراسر جهان فراخوانی می‌کند
ایین,کد خبر: ۴۴۵۸۷   تاریخ انتشار: ۱۳۹۶/۰۱/۱۵ رئیس جمهوری در ایین افتتاح طرح های اقتصادی در سنندج: آن به منظور اشتغال و کارآفرینی در سطح استان استفاده
ساییدن,بریزید و سپس شروع به ساییدن آن روی چراغ خودرو
کشدار,تاريخ : 10راهکار برای کنترل غرایز جنسی!! نگران نباش، گمان نکن که قلم موعظه و نصیحت برداشته و از موضع بالا به پایین می خواهم با جملات و مطالب کلی و مبهم و عبارات و اصطلاحات کشدار و قابل تأویل و توجیه، نصیحتت کنم
دریافتن,سنجش دین، عمل اصحاب ائمه  محک دینداری و سنجش آن به معنای ارائه کردن عقیده، و اندیشه دینی بر معصوم (علیه السّلام) و دریافتن راستی یا کاستی آن است
